id,Comment,Classes,ner_text,ner_comments,Class_Value
1168,alvin able implement unet segmentation model necrosis upgraded library used tensorflow 1 0 tensorflow 2 0 optimized operation ,Very Poor,,,2
1170,progressive task handled introduced networking ,Very Poor,,,2
1171,thank jedidiah staying focused attaining objective projectencourage engage remaining teammate synchronise work even turning daily standup meeting make u move fast project completion ,Very Poor,daily,daily,2
1173,demo nmap fellow intern ,Very Poor,,,2
1175,valuable insight user experience feedback also good job fix taken indicates familiar react basic ,Very Poor,,,2
1178,good display design competence figma task looking forward seeing contribution figma ,Very Poor,,,2
1180,nickson able acquire new skillset introduced week ,Very Poor,nickson,nickson,2
1182,technically challenged laptop although followed recorded video catch ,Very Poor,,,2
1183,happy effort taken increase work rate ,Very Poor,,,2
1184,gerald write basic php script well mysqli manipulate database using php mysql obtained knowledge deploying software tolive server github ,Very Poor,gerald,gerald,2
1185,gerald acquired knowledge integrate mobile money credit payment intoweb system ,Very Poor,gerald acquired knowledge integrate mobile,gerald acquired knowledge integrate mobile,2
1186,time experience help get comfortable using postman api testing documentation everything wassuccess ,Very Poor,,,2
1187,performed well commend research skill ,Very Poor,,,2
1188,well done keep ,Very Poor,,,2
1189,challenged github since collaborative development alsonew area cheptegei ,Very Poor,challenged github,challenged github,2
1191,whatever assignment given either data collection data analysis programming interface accomplishes assignment time ,Very Poor,,,2
1192,progressive field hand mostly graphic using git ,Very Poor,,,2
1193,patricia obtained knowledge makepayment integration php html j using fluueterwave receive mobile money airtel money credit card payment web portal ,Very Poor,,,2
1195,iann madevery good presentation entire project academic supervisor showcasing cancer prediction tool madefew comment observation area could changed overall impressed outcome project ,Very Poor,iann madevery,iann madevery,2
1196,good progress registered nabilencourage keep havegreat deal write home experience ,Very Poor,,,2
1197,tuyizere acquired knowledge basic php html also push source code github still need practice perfect come solving real world problem ,Very Poor,,,2
1198,tuyizere write simple ussd sm application using php mysqli driver support africa stalking gateway ,Very Poor,,,2
1199,lydia new programming web learning one concept attime continues practicing program web ,Very Poor,lydia new programming,lydia new programming,2
1200,lydia acquired database knowledge write simple sql query like select insert order desc asc group count sum update delete etc manipulate database using php mysqli driver ,Very Poor,"lydia, desc asc","lydia, desc asc",2
1201,lydia got problem understanding sm ussd needed realize concentrate make workwill dopersonal follow ,Very Poor,lydia,lydia,2
1202,rwebikire acquired knowledge writing simple ussd application using mysql php support africa stalking getway ,Very Poor,africa,africa,2
1203,ahimbisibwe acquired knowledge writing simple sm application still hasproblem working ussd learning isprocess ,Very Poor,,,2
1204,lukwago write simple sql query php mysql remote server ,Very Poor,lukwago,lukwago,2
1205,richard acquired basic working database also manipulate database using php mysqli driver know write syntax php richard need pay attention rule govern php syntax ,Very Poor,richard,richard,2
1206,lukwago write simple php script adequate knowledge php basic also push code togithub repository ,Very Poor,lukwago,lukwago,2
1207,aisha acquiredgood introduction apache server setup set remote server installlamp stack onubuntu server ,Very Poor,,,2
1208,impressed depth concept note experiment iann defined 5 different baseline method would used task comprehensive term modelling optimum solution problem working ,Very Poor,5,5,2
1209,thank trevor commitment put task hold first handle emergency shall revert second week august ,Very Poor,first,first,2
1210,richard getting familiar php syntax receive user data html form pass php manipulates back forth database send sm notification php ,Very Poor,richard,richard,2
1211,aisha acquired knowledge mysqli manipulate database using php also write sm application ,Very Poor,,,2
1212,businge acquired knowledge making card mobile money payment integration using knowledge php mysqli ,Very Poor,,,2
1213,derrick developpayment integration using flutterwave php j html mysql simply need start thinking solution build people ,Very Poor,derrick developpayment,derrick developpayment,2
1215,using knowledge php mysql aisha writesimple ussd sm application using africa stalking mobile gateway ,Very Poor,africa,africa,2
1216,wotsuna problem deployment source code remote server answered last session ,Very Poor,,,2
1217,using php j html lukwago makemomo card payment integration using flutterwave payment getaway ,Very Poor,,,2
1218,bwimi acquired knowledge working sm ussd application still haschallenge writing proper syntax php need practice ,Very Poor,,,2
1221,magembe acquired knowledge making payment integration using php j html introduction use flutterwave continues practicing learn ,Very Poor,,,2
1223,answered discussed thing yet clear hopefully apply knowledge real work ,Very Poor,,,2
1224,great progress keep learning ,Very Poor,,,2
1226,student grasp install operating system software supporting software computer alsofaster learner intern mastering technological idea ,Very Poor,,,2
